id,lemma,pos,label,cosine,lang_pair
test.en-fr.33,root,NOUN,F,0.9652456045150757,en-fr
test.en-fr.34,powerful,ADJ,T,0.9931556582450867,en-fr
test.en-fr.35,powerful,ADJ,T,0.9954185485839844,en-fr
test.en-fr.36,input,NOUN,F,0.9825288653373718,en-fr
test.en-fr.37,input,NOUN,F,0.9850191473960876,en-fr
test.en-fr.38,fertile,ADJ,F,0.9865980744361877,en-fr
test.en-fr.39,fertile,ADJ,F,0.9856919050216675,en-fr
test.en-fr.40,read,VERB,F,0.9834824204444885,en-fr
test.en-fr.41,read,VERB,F,0.9871450662612915,en-fr
test.en-fr.42,focus,NOUN,T,0.9835052490234375,en-fr
test.en-fr.43,focus,NOUN,T,0.9839865565299988,en-fr
test.en-fr.44,claim,NOUN,F,0.9807686805725098,en-fr
test.en-fr.45,claim,NOUN,F,0.9729260802268982,en-fr
test.en-fr.46,envelope,NOUN,T,0.9894615411758423,en-fr
test.en-fr.47,envelope,NOUN,T,0.9919246435165405,en-fr
test.en-fr.48,tribe,NOUN,T,0.985267698764801,en-fr
test.en-fr.49,tribe,NOUN,T,0.9912183284759521,en-fr
test.en-fr.50,last,ADJ,T,0.984456479549408,en-fr
test.en-fr.51,last,ADJ,F,0.9822792410850525,en-fr
test.en-fr.52,share,NOUN,F,0.9854814410209656,en-fr
test.en-fr.53,share,NOUN,F,0.9860773682594299,en-fr
test.en-fr.54,offensive,ADJ,F,0.991969645023346,en-fr
test.en-fr.55,offensive,ADJ,F,0.989817202091217,en-fr
test.en-fr.56,virtue,NOUN,F,0.9769034385681152,en-fr
test.en-fr.57,virtue,NOUN,F,0.9746370315551758,en-fr
test.en-fr.58,deliver,VERB,F,0.9899235963821411,en-fr
test.en-fr.59,deliver,VERB,F,0.9837774038314819,en-fr
test.en-fr.60,grant,NOUN,T,0.9931624531745911,en-fr
test.en-fr.61,grant,NOUN,T,0.9909946322441101,en-fr
test.en-fr.62,lead,NOUN,F,0.983043909072876,en-fr
test.en-fr.63,lead,NOUN,F,0.9767205715179443,en-fr
test.en-fr.64,win,VERB,T,0.9862690567970276,en-fr
test.en-fr.65,win,VERB,T,0.9883507490158081,en-fr
test.en-fr.66,burden,NOUN,T,0.9815443158149719,en-fr
test.en-fr.67,burden,NOUN,T,0.9849027395248413,en-fr
test.en-fr.68,proof,NOUN,T,0.985327959060669,en-fr
test.en-fr.69,proof,NOUN,T,0.9906094670295715,en-fr
test.en-fr.70,satisfy,VERB,T,0.9887588024139404,en-fr
test.en-fr.71,satisfy,VERB,T,0.9855343103408813,en-fr
test.en-fr.72,resistance,NOUN,F,0.9888719916343689,en-fr
test.en-fr.73,resistance,NOUN,F,0.9886165857315063,en-fr
test.en-fr.74,highly,ADV,T,0.9883489608764648,en-fr
test.en-fr.75,highly,ADV,T,0.9849933981895447,en-fr
test.en-fr.76,progression,NOUN,F,0.9814605712890625,en-fr
test.en-fr.77,progression,NOUN,F,0.989173412322998,en-fr
test.en-fr.78,produce,VERB,F,0.9826039671897888,en-fr
test.en-fr.79,produce,VERB,F,0.9873223304748535,en-fr
test.en-fr.80,spray,NOUN,T,0.9718552827835083,en-fr
test.en-fr.81,spray,NOUN,T,0.9847268462181091,en-fr
test.en-fr.82,assumption,NOUN,T,0.9826092720031738,en-fr
test.en-fr.83,assumption,NOUN,T,0.9885199069976807,en-fr
test.en-fr.84,subscriber,NOUN,T,0.9864367842674255,en-fr
test.en-fr.85,subscriber,NOUN,T,0.9854615926742554,en-fr
test.en-fr.86,analyse,VERB,T,0.9943926334381104,en-fr
test.en-fr.87,analyse,VERB,T,0.9924633502960205,en-fr
test.en-fr.88,jungle,NOUN,T,0.9883909225463867,en-fr
test.en-fr.89,jungle,NOUN,F,0.9843613505363464,en-fr
test.en-fr.90,conservation,NOUN,F,0.9918087124824524,en-fr
test.en-fr.91,conservation,NOUN,F,0.9920374751091003,en-fr
test.en-fr.92,handle,VERB,T,0.9891577959060669,en-fr
test.en-fr.93,handle,VERB,T,0.9874749779701233,en-fr
test.en-fr.94,licence,NOUN,T,0.9914318323135376,en-fr
test.en-fr.95,licence,NOUN,T,0.9851986169815063,en-fr
test.en-fr.96,yield,VERB,F,0.9765197038650513,en-fr
test.en-fr.97,yield,VERB,F,0.9847123026847839,en-fr
test.en-fr.98,electric,ADJ,T,0.9876009225845337,en-fr
test.en-fr.99,electric,ADJ,T,0.9855373501777649,en-fr
test.en-fr.100,short,ADJ,F,0.9746164083480835,en-fr
test.en-fr.101,short,ADJ,F,0.9825218915939331,en-fr
test.en-fr.102,offend,VERB,F,0.9867371320724487,en-fr
test.en-fr.103,offend,VERB,F,0.9839078187942505,en-fr
test.en-fr.104,owe,VERB,T,0.9829199910163879,en-fr
test.en-fr.105,owe,VERB,T,0.9846943616867065,en-fr
test.en-fr.106,means,NOUN,T,0.9850209355354309,en-fr
test.en-fr.107,means,NOUN,T,0.9807342290878296,en-fr
test.en-fr.108,contend,VERB,T,0.9884781241416931,en-fr
test.en-fr.109,contend,VERB,T,0.985275387763977,en-fr
test.en-fr.110,tricky,ADJ,T,0.9896218180656433,en-fr
test.en-fr.111,tricky,ADJ,T,0.9893388152122498,en-fr
test.en-fr.112,go,VERB,F,0.9846132397651672,en-fr
test.en-fr.113,go,VERB,F,0.9800568222999573,en-fr
test.en-fr.114,series,NOUN,T,0.9903995394706726,en-fr
test.en-fr.115,series,NOUN,T,0.9933454990386963,en-fr
test.en-fr.116,adopt,VERB,T,0.9863672852516174,en-fr
test.en-fr.117,adopt,VERB,T,0.9871476888656616,en-fr
test.en-fr.118,previous,ADJ,T,0.9780948162078857,en-fr
test.en-fr.119,previous,ADJ,T,0.9846317172050476,en-fr
test.en-fr.120,particular,ADJ,F,0.9855738878250122,en-fr
test.en-fr.121,particular,ADJ,F,0.980670154094696,en-fr
test.en-fr.122,recall,VERB,T,0.9927369952201843,en-fr
test.en-fr.123,recall,VERB,T,0.9902965426445007,en-fr
test.en-fr.124,make,VERB,F,0.9816370606422424,en-fr
test.en-fr.125,make,VERB,F,0.9785090088844299,en-fr
test.en-fr.126,condemn,VERB,T,0.9826402068138123,en-fr
test.en-fr.127,condemn,VERB,T,0.9838740825653076,en-fr
test.en-fr.128,well,ADV,F,0.9819988012313843,en-fr
test.en-fr.129,well,ADV,F,0.9880275130271912,en-fr
test.en-fr.130,death,NOUN,F,0.9893726706504822,en-fr
test.en-fr.131,death,NOUN,F,0.9908546209335327,en-fr
test.en-fr.132,need,NOUN,F,0.9832012057304382,en-fr
test.en-fr.133,need,NOUN,F,0.9814079999923706,en-fr
test.en-fr.134,action,NOUN,T,0.9838636517524719,en-fr
test.en-fr.135,action,NOUN,T,0.9883807301521301,en-fr
test.en-fr.136,purpose,NOUN,T,0.9843769073486328,en-fr
test.en-fr.137,purpose,NOUN,T,0.9783599376678467,en-fr
test.en-fr.138,attach,VERB,F,0.9749855399131775,en-fr
test.en-fr.139,attach,VERB,F,0.9762252569198608,en-fr
test.en-fr.140,recognize,VERB,T,0.9926421046257019,en-fr
test.en-fr.141,recognize,VERB,T,0.988369345664978,en-fr
test.en-fr.142,kernel,NOUN,F,0.980699896812439,en-fr
test.en-fr.143,kernel,NOUN,F,0.9796817302703857,en-fr
test.en-fr.144,agree,VERB,F,0.9774306416511536,en-fr
test.en-fr.145,agree,VERB,F,0.9769717454910278,en-fr
test.en-fr.146,fire,NOUN,T,0.9884402751922607,en-fr
test.en-fr.147,fire,NOUN,T,0.9901476502418518,en-fr
test.en-fr.148,protection,NOUN,F,0.983439028263092,en-fr
test.en-fr.149,protection,NOUN,T,0.9928044080734253,en-fr
test.en-fr.150,general,ADJ,F,0.9882192611694336,en-fr
test.en-fr.151,general,ADJ,F,0.9880414009094238,en-fr
test.en-fr.152,extraneous,ADJ,T,0.984975278377533,en-fr
test.en-fr.153,extraneous,ADJ,T,0.9853413701057434,en-fr
test.en-fr.154,cover,VERB,T,0.9789806008338928,en-fr
test.en-fr.155,cover,VERB,F,0.9734119772911072,en-fr
test.en-fr.156,chapter,NOUN,T,0.986243724822998,en-fr
test.en-fr.157,chapter,NOUN,T,0.9881094098091125,en-fr
test.en-fr.158,policy,NOUN,T,0.9853461384773254,en-fr
test.en-fr.159,policy,NOUN,T,0.9918530583381653,en-fr
test.en-fr.160,weighty,ADJ,T,0.9880635738372803,en-fr
test.en-fr.161,weighty,ADJ,T,0.9856436252593994,en-fr
test.en-fr.162,base,VERB,T,0.978785514831543,en-fr
test.en-fr.163,base,VERB,T,0.9829318523406982,en-fr
test.en-fr.164,age,NOUN,T,0.973649799823761,en-fr
test.en-fr.165,age,NOUN,T,0.9651959538459778,en-fr
test.en-fr.166,class,NOUN,F,0.9853182435035706,en-fr
test.en-fr.167,class,NOUN,F,0.9839498996734619,en-fr
test.en-fr.168,result,NOUN,F,0.9784069061279297,en-fr
test.en-fr.169,result,NOUN,F,0.978424608707428,en-fr
test.en-fr.170,example,NOUN,T,0.9907460808753967,en-fr
test.en-fr.171,example,NOUN,T,0.981938898563385,en-fr
test.en-fr.172,territory,NOUN,T,0.9920937418937683,en-fr
test.en-fr.173,territory,NOUN,T,0.9893280267715454,en-fr
test.en-fr.174,study,NOUN,F,0.9898445010185242,en-fr
test.en-fr.175,study,NOUN,F,0.9833258390426636,en-fr
test.en-fr.176,field,NOUN,F,0.9762306809425354,en-fr
test.en-fr.177,field,NOUN,F,0.9805713295936584,en-fr
test.en-fr.178,free,ADJ,F,0.9844204187393188,en-fr
test.en-fr.179,free,ADJ,F,0.986867368221283,en-fr
test.en-fr.180,give,VERB,F,0.979119062423706,en-fr
test.en-fr.181,give,VERB,T,0.9844232201576233,en-fr
test.en-fr.182,declaration,NOUN,T,0.990464448928833,en-fr
test.en-fr.183,declaration,NOUN,T,0.9862955808639526,en-fr
test.en-fr.184,appreciation,NOUN,T,0.9898620247840881,en-fr
test.en-fr.185,appreciation,NOUN,T,0.9877279996871948,en-fr
test.en-fr.186,application,NOUN,F,0.9894152283668518,en-fr
test.en-fr.187,application,NOUN,F,0.9919191002845764,en-fr
test.en-fr.188,regard,NOUN,T,0.9689348936080933,en-fr
test.en-fr.189,regard,NOUN,T,0.9762493968009949,en-fr
test.en-fr.190,value,NOUN,T,0.9859112501144409,en-fr
test.en-fr.191,value,NOUN,T,0.9854855537414551,en-fr
test.en-fr.192,rise,NOUN,F,0.9783851504325867,en-fr
test.en-fr.193,rise,NOUN,F,0.9770065546035767,en-fr
test.en-fr.194,close,ADJ,T,0.985548198223114,en-fr
test.en-fr.195,close,ADJ,T,0.981307327747345,en-fr
test.en-fr.196,share,VERB,F,0.9922435879707336,en-fr
test.en-fr.197,share,VERB,F,0.9907063245773315,en-fr
test.en-fr.198,rather,ADV,F,0.9904184341430664,en-fr
test.en-fr.199,rather,ADV,F,0.9865015745162964,en-fr
test.en-fr.200,represent,VERB,F,0.9898134469985962,en-fr
test.en-fr.201,represent,VERB,F,0.9894485473632812,en-fr
test.en-fr.202,direct,ADJ,T,0.9894144535064697,en-fr
test.en-fr.203,direct,ADJ,T,0.9915679097175598,en-fr
test.en-fr.204,emergency,NOUN,T,0.9913126826286316,en-fr
test.en-fr.205,emergency,NOUN,T,0.9889020323753357,en-fr
test.en-fr.206,presence,NOUN,T,0.9884024858474731,en-fr
test.en-fr.207,presence,NOUN,T,0.989109218120575,en-fr
test.en-fr.208,initiate,VERB,T,0.9848360419273376,en-fr
test.en-fr.209,initiate,VERB,T,0.9886170625686646,en-fr
test.en-fr.210,massive,ADJ,F,0.9880765676498413,en-fr
test.en-fr.211,massive,ADJ,F,0.9914775490760803,en-fr
test.en-fr.212,change,NOUN,T,0.9793158769607544,en-fr
test.en-fr.213,change,NOUN,T,0.9842297434806824,en-fr
test.en-fr.214,lock,VERB,T,0.9928643703460693,en-fr
test.en-fr.215,lock,VERB,T,0.9919231534004211,en-fr
test.en-fr.216,solution,NOUN,T,0.9917851090431213,en-fr
test.en-fr.217,solution,NOUN,T,0.9942896366119385,en-fr
test.en-fr.218,time,NOUN,F,0.9775276780128479,en-fr
test.en-fr.219,time,NOUN,T,0.9805949330329895,en-fr
test.en-fr.220,restoration,NOUN,F,0.9887387156486511,en-fr
test.en-fr.221,restoration,NOUN,F,0.9886061549186707,en-fr
test.en-fr.222,specific,ADJ,T,0.9888907670974731,en-fr
test.en-fr.223,specific,ADJ,T,0.9894720911979675,en-fr
test.en-fr.224,reach,VERB,T,0.986919641494751,en-fr
test.en-fr.225,reach,VERB,T,0.9796997904777527,en-fr
test.en-fr.226,breakdown,NOUN,F,0.9672190546989441,en-fr
test.en-fr.227,breakdown,NOUN,F,0.9638655185699463,en-fr
test.en-fr.228,critical,ADJ,T,0.9875820875167847,en-fr
test.en-fr.229,critical,ADJ,T,0.9698981046676636,en-fr
test.en-fr.230,ask,VERB,F,0.9856799244880676,en-fr
test.en-fr.231,ask,VERB,F,0.9855263829231262,en-fr
test.en-fr.232,stop,VERB,F,0.9838312268257141,en-fr
test.en-fr.233,stop,VERB,F,0.9815687537193298,en-fr
test.en-fr.234,defence,NOUN,T,0.9920632243156433,en-fr
test.en-fr.235,defence,NOUN,T,0.9926848411560059,en-fr
test.en-fr.236,suppression,NOUN,F,0.9873782992362976,en-fr
test.en-fr.237,suppression,NOUN,F,0.9918463826179504,en-fr
test.en-fr.238,function,NOUN,T,0.9929220080375671,en-fr
test.en-fr.239,function,NOUN,T,0.985817551612854,en-fr
test.en-fr.240,court,NOUN,T,0.9889614582061768,en-fr
test.en-fr.241,court,NOUN,T,0.9916484355926514,en-fr
test.en-fr.242,lapse,VERB,F,0.9706770777702332,en-fr
test.en-fr.243,lapse,VERB,F,0.9679206013679504,en-fr
test.en-fr.244,recede,VERB,F,0.9676157236099243,en-fr
test.en-fr.245,recede,VERB,F,0.9808940887451172,en-fr
test.en-fr.246,berth,NOUN,T,0.9920557737350464,en-fr
test.en-fr.247,berth,NOUN,T,0.9911761283874512,en-fr
test.en-fr.248,dot,NOUN,F,0.9659325480461121,en-fr
test.en-fr.249,dot,NOUN,F,0.9698916673660278,en-fr
test.en-fr.250,serial,ADJ,F,0.982174813747406,en-fr
test.en-fr.251,serial,ADJ,F,0.9833688735961914,en-fr
test.en-fr.252,accommodate,VERB,T,0.983389675617218,en-fr
test.en-fr.253,accommodate,VERB,T,0.9883689880371094,en-fr
test.en-fr.254,judgement,NOUN,F,0.9898200035095215,en-fr
test.en-fr.255,judgement,NOUN,F,0.9824733138084412,en-fr
test.en-fr.256,wide,ADJ,T,0.9859488010406494,en-fr
test.en-fr.257,wide,ADJ,T,0.9838600158691406,en-fr
test.en-fr.258,table,NOUN,F,0.9861479997634888,en-fr
test.en-fr.259,table,NOUN,T,0.9840695261955261,en-fr
test.en-fr.260,superiority,NOUN,T,0.9900916814804077,en-fr
test.en-fr.261,superiority,NOUN,T,0.9864679574966431,en-fr
test.en-fr.262,manager,NOUN,T,0.9932646751403809,en-fr
test.en-fr.263,manager,NOUN,T,0.9884703159332275,en-fr
test.en-fr.264,talk,VERB,T,0.9822715520858765,en-fr
test.en-fr.265,talk,VERB,T,0.9848953485488892,en-fr
test.en-fr.266,minute,NOUN,T,0.9886110424995422,en-fr
test.en-fr.267,minute,NOUN,T,0.9935747385025024,en-fr
test.en-fr.268,custody,NOUN,F,0.9874140620231628,en-fr
test.en-fr.269,custody,NOUN,F,0.9868555068969727,en-fr
test.en-fr.270,transpire,VERB,T,0.9872162938117981,en-fr
test.en-fr.271,transpire,VERB,T,0.97992342710495,en-fr
test.en-fr.272,found,VERB,T,0.9897374510765076,en-fr
test.en-fr.273,found,VERB,T,0.9860665798187256,en-fr
test.en-fr.274,unfortunate,ADJ,F,0.9908042550086975,en-fr
test.en-fr.275,unfortunate,ADJ,T,0.9891939759254456,en-fr
test.en-fr.276,argue,VERB,T,0.9884873628616333,en-fr
test.en-fr.277,argue,VERB,T,0.9890221357345581,en-fr
test.en-fr.278,fight,NOUN,T,0.9902441501617432,en-fr
test.en-fr.279,fight,NOUN,T,0.9909902811050415,en-fr
test.en-fr.280,phase,NOUN,T,0.9935593008995056,en-fr
test.en-fr.281,phase,NOUN,T,0.9963805079460144,en-fr
test.en-fr.282,travel,VERB,T,0.9897812008857727,en-fr
test.en-fr.283,travel,VERB,T,0.9880332350730896,en-fr
test.en-fr.284,differentiate,VERB,T,0.9784666895866394,en-fr
test.en-fr.285,differentiate,VERB,T,0.9870622754096985,en-fr
test.en-fr.286,speed,NOUN,T,0.98664790391922,en-fr
test.en-fr.287,speed,NOUN,T,0.9828743934631348,en-fr
test.en-fr.288,platform,NOUN,T,0.9894434213638306,en-fr
test.en-fr.289,platform,NOUN,T,0.9883005023002625,en-fr
test.en-fr.290,design,NOUN,F,0.9871957898139954,en-fr
test.en-fr.291,design,NOUN,T,0.9881131052970886,en-fr
test.en-fr.292,traffic,NOUN,T,0.9882476329803467,en-fr
test.en-fr.293,traffic,NOUN,F,0.9817333817481995,en-fr
test.en-fr.294,outgoing,ADJ,T,0.9872888326644897,en-fr
test.en-fr.295,outgoing,ADJ,T,0.9896252751350403,en-fr
test.en-fr.296,advanced,ADJ,F,0.9841902256011963,en-fr
test.en-fr.297,advanced,ADJ,T,0.9814304709434509,en-fr
test.en-fr.298,expose,VERB,F,0.9900293946266174,en-fr
test.en-fr.299,expose,VERB,F,0.9767016768455505,en-fr
test.en-fr.300,expense,NOUN,T,0.9829129576683044,en-fr
test.en-fr.301,expense,NOUN,T,0.9867120981216431,en-fr
test.en-fr.302,abort,VERB,F,0.9859215617179871,en-fr
test.en-fr.303,abort,VERB,F,0.9822213649749756,en-fr
test.en-fr.304,combination,NOUN,T,0.9873837828636169,en-fr
test.en-fr.305,combination,NOUN,T,0.9899972081184387,en-fr
test.en-fr.306,capacity,NOUN,F,0.9873837232589722,en-fr
test.en-fr.307,capacity,NOUN,F,0.972156286239624,en-fr
test.en-fr.308,below,ADV,T,0.9879665374755859,en-fr
test.en-fr.309,below,ADV,T,0.9842895865440369,en-fr
test.en-fr.310,industrial,ADJ,F,0.9817670583724976,en-fr
test.en-fr.311,industrial,ADJ,F,0.9764111638069153,en-fr
test.en-fr.312,shape,VERB,T,0.9873878955841064,en-fr
test.en-fr.313,shape,VERB,T,0.9813318848609924,en-fr
test.en-fr.314,mobile,ADJ,F,0.992838978767395,en-fr
test.en-fr.315,mobile,ADJ,F,0.9874172210693359,en-fr
test.en-fr.316,terminal,NOUN,F,0.9817332625389099,en-fr
test.en-fr.317,terminal,NOUN,F,0.9784063696861267,en-fr
test.en-fr.318,price,NOUN,F,0.9904069900512695,en-fr
test.en-fr.319,price,NOUN,F,0.9893527030944824,en-fr
test.en-fr.320,hazard,NOUN,T,0.9897668957710266,en-fr
test.en-fr.321,hazard,NOUN,T,0.987751841545105,en-fr
test.en-fr.322,optical,ADJ,T,0.993153989315033,en-fr
test.en-fr.323,optical,ADJ,F,0.993165910243988,en-fr
test.en-fr.324,temporal,ADJ,T,0.9885680675506592,en-fr
test.en-fr.325,temporal,ADJ,T,0.9824974536895752,en-fr
test.en-fr.326,distress,NOUN,F,0.988138735294342,en-fr
test.en-fr.327,distress,NOUN,F,0.9902011752128601,en-fr
test.en-fr.328,touch,NOUN,F,0.9833595156669617,en-fr
test.en-fr.329,touch,NOUN,F,0.9790781736373901,en-fr
test.en-fr.330,face,NOUN,F,0.9871931672096252,en-fr
test.en-fr.331,face,NOUN,F,0.9795168042182922,en-fr
test.en-fr.332,flash,NOUN,F,0.9834004044532776,en-fr
test.en-fr.333,flash,NOUN,F,0.985968291759491,en-fr
test.en-fr.334,run,NOUN,T,0.9817801713943481,en-fr
test.en-fr.335,run,NOUN,T,0.9829162359237671,en-fr
test.en-fr.336,technically,ADV,F,0.9915249943733215,en-fr
test.en-fr.337,technically,ADV,F,0.9915452599525452,en-fr
test.en-fr.338,pace,VERB,T,0.9865935444831848,en-fr
test.en-fr.339,pace,VERB,T,0.9877395033836365,en-fr
test.en-fr.340,product,NOUN,F,0.9926922917366028,en-fr
test.en-fr.341,product,NOUN,F,0.9910807609558105,en-fr
test.en-fr.342,dimension,NOUN,T,0.9791397452354431,en-fr
test.en-fr.343,dimension,NOUN,T,0.9850254654884338,en-fr
test.en-fr.344,breath,NOUN,F,0.9747052788734436,en-fr
test.en-fr.345,breath,NOUN,F,0.979716956615448,en-fr
test.en-fr.346,surge,NOUN,F,0.986682116985321,en-fr
test.en-fr.347,surge,NOUN,F,0.9902743101119995,en-fr
test.en-fr.348,sequence,NOUN,T,0.9839714765548706,en-fr
test.en-fr.349,sequence,NOUN,T,0.9865702390670776,en-fr
test.en-fr.350,lie,VERB,F,0.983361542224884,en-fr
test.en-fr.351,lie,VERB,F,0.9821760058403015,en-fr
test.en-fr.352,likely,ADJ,T,0.984317421913147,en-fr
test.en-fr.353,likely,ADJ,T,0.9843278527259827,en-fr
test.en-fr.354,operational,ADJ,F,0.9899972677230835,en-fr
test.en-fr.355,operational,ADJ,F,0.9883314967155457,en-fr
test.en-fr.356,easy,ADJ,F,0.9855115413665771,en-fr
test.en-fr.357,easy,ADJ,F,0.9878510236740112,en-fr
test.en-fr.358,program,NOUN,T,0.9895108938217163,en-fr
test.en-fr.359,program,NOUN,T,0.9888333082199097,en-fr
test.en-fr.360,cell,NOUN,F,0.9923081994056702,en-fr
test.en-fr.361,cell,NOUN,F,0.9879822731018066,en-fr
test.en-fr.362,height,NOUN,F,0.9808703064918518,en-fr
test.en-fr.363,height,NOUN,F,0.9799662232398987,en-fr
test.en-fr.364,unison,NOUN,T,0.9844096302986145,en-fr
test.en-fr.365,unison,NOUN,T,0.9848107695579529,en-fr
test.en-fr.366,beg,VERB,F,0.9834467172622681,en-fr
test.en-fr.367,beg,VERB,F,0.9823688268661499,en-fr
test.en-fr.368,synthetic,ADJ,T,0.9924294948577881,en-fr
test.en-fr.369,synthetic,ADJ,T,0.9917652010917664,en-fr
test.en-fr.370,gather,VERB,F,0.974113941192627,en-fr
test.en-fr.371,gather,VERB,F,0.9839178919792175,en-fr
test.en-fr.372,vegetative,ADJ,T,0.9830908179283142,en-fr
test.en-fr.373,vegetative,ADJ,T,0.9915657639503479,en-fr
test.en-fr.374,discriminate,VERB,F,0.9884009957313538,en-fr
test.en-fr.375,discriminate,VERB,F,0.9895578026771545,en-fr
test.en-fr.376,rag,NOUN,T,0.990240216255188,en-fr
test.en-fr.377,rag,NOUN,T,0.9928885698318481,en-fr
test.en-fr.378,burn,VERB,T,0.9929842948913574,en-fr
test.en-fr.379,burn,VERB,T,0.9933711886405945,en-fr
test.en-fr.380,manipulate,VERB,F,0.9901216626167297,en-fr
test.en-fr.381,manipulate,VERB,F,0.9911180734634399,en-fr
test.en-fr.382,choke,VERB,F,0.9858738780021667,en-fr
test.en-fr.383,choke,VERB,F,0.9854326248168945,en-fr
test.en-fr.384,inflate,VERB,F,0.9894558191299438,en-fr
test.en-fr.385,inflate,VERB,F,0.9885148406028748,en-fr
test.en-fr.386,breathe,VERB,T,0.9910229444503784,en-fr
test.en-fr.387,breathe,VERB,T,0.9895513653755188,en-fr
test.en-fr.388,slam,VERB,F,0.9908328652381897,en-fr
test.en-fr.389,slam,VERB,F,0.9877474904060364,en-fr
test.en-fr.390,strip,VERB,F,0.9892796874046326,en-fr
test.en-fr.391,strip,VERB,F,0.9884561896324158,en-fr
test.en-fr.392,soak,VERB,F,0.9843775629997253,en-fr
test.en-fr.393,soak,VERB,F,0.9813238382339478,en-fr
test.en-fr.394,elude,VERB,T,0.9849493503570557,en-fr
test.en-fr.395,elude,VERB,T,0.9853425621986389,en-fr
test.en-fr.396,purge,VERB,F,0.9921715259552002,en-fr
test.en-fr.397,purge,VERB,F,0.99139004945755,en-fr
test.en-fr.398,thinly,ADV,F,0.987922728061676,en-fr
test.en-fr.399,thinly,ADV,F,0.9860669374465942,en-fr
test.en-fr.400,stub,NOUN,F,0.9898163676261902,en-fr
test.en-fr.401,stub,NOUN,F,0.9887858033180237,en-fr
test.en-fr.402,stopper,NOUN,F,0.9789677262306213,en-fr
test.en-fr.403,stopper,NOUN,F,0.9783429503440857,en-fr
test.en-fr.404,overwhelm,VERB,F,0.9886675477027893,en-fr
test.en-fr.405,overwhelm,VERB,F,0.9808849096298218,en-fr
test.en-fr.406,peculiarly,ADV,F,0.9849628806114197,en-fr
test.en-fr.407,peculiarly,ADV,F,0.9859564900398254,en-fr
test.en-fr.408,unused,ADJ,T,0.9882778525352478,en-fr
test.en-fr.409,unused,ADJ,T,0.9893725514411926,en-fr
test.en-fr.410,bell,NOUN,F,0.9828149080276489,en-fr
test.en-fr.411,bell,NOUN,F,0.987287163734436,en-fr
test.en-fr.412,constriction,NOUN,F,0.9898495078086853,en-fr
test.en-fr.413,constriction,NOUN,F,0.9913354516029358,en-fr
test.en-fr.414,please,VERB,F,0.9798880219459534,en-fr
test.en-fr.415,please,VERB,F,0.9771116971969604,en-fr
test.en-fr.416,civilisation,NOUN,T,0.9941186308860779,en-fr
test.en-fr.417,civilisation,NOUN,T,0.9929171204566956,en-fr
test.en-fr.418,cookie,NOUN,T,0.9856740832328796,en-fr
test.en-fr.419,cookie,NOUN,T,0.9768941402435303,en-fr
test.en-fr.420,aloft,ADV,T,0.9798122644424438,en-fr
test.en-fr.421,aloft,ADV,T,0.9706792235374451,en-fr
test.en-fr.422,tab,NOUN,F,0.9778248071670532,en-fr
test.en-fr.423,tab,NOUN,F,0.9774134755134583,en-fr
test.en-fr.424,gut,NOUN,T,0.9794829487800598,en-fr
test.en-fr.425,gut,NOUN,T,0.9787929058074951,en-fr
