id,lemma,pos,label,cosine,lang_pair,polysemy
test.en-fr.132,need,NOUN,F,0.9832012057304382,en-fr,monosemous
test.en-fr.133,need,NOUN,F,0.9814079999923706,en-fr,monosemous
test.en-fr.134,action,NOUN,T,0.983863651752472,en-fr,unknown
test.en-fr.135,action,NOUN,T,0.98838073015213,en-fr,unknown
test.en-fr.136,purpose,NOUN,T,0.9843769073486328,en-fr,unknown
test.en-fr.137,purpose,NOUN,T,0.9783599376678468,en-fr,unknown
test.en-fr.138,attach,VERB,F,0.9749855399131776,en-fr,unknown
test.en-fr.139,attach,VERB,F,0.9762252569198608,en-fr,unknown
test.en-fr.140,recognize,VERB,T,0.992642104625702,en-fr,unknown
test.en-fr.141,recognize,VERB,T,0.988369345664978,en-fr,unknown
test.en-fr.142,kernel,NOUN,F,0.980699896812439,en-fr,unknown
test.en-fr.143,kernel,NOUN,F,0.9796817302703856,en-fr,unknown
test.en-fr.144,agree,VERB,F,0.9774306416511536,en-fr,unknown
test.en-fr.145,agree,VERB,F,0.9769717454910278,en-fr,unknown
test.en-fr.146,fire,NOUN,T,0.9884402751922609,en-fr,monosemous
test.en-fr.147,fire,NOUN,T,0.9901476502418518,en-fr,monosemous
test.en-fr.148,protection,NOUN,F,0.983439028263092,en-fr,unknown
test.en-fr.149,protection,NOUN,T,0.9928044080734252,en-fr,unknown
test.en-fr.150,general,ADJ,F,0.9882192611694336,en-fr,monosemous
test.en-fr.151,general,ADJ,F,0.9880414009094238,en-fr,monosemous
test.en-fr.152,extraneous,ADJ,T,0.984975278377533,en-fr,unknown
test.en-fr.153,extraneous,ADJ,T,0.9853413701057434,en-fr,unknown
test.en-fr.154,cover,VERB,T,0.9789806008338928,en-fr,polysemous
test.en-fr.155,cover,VERB,F,0.9734119772911072,en-fr,polysemous
test.en-fr.156,chapter,NOUN,T,0.986243724822998,en-fr,unknown
test.en-fr.157,chapter,NOUN,T,0.9881094098091124,en-fr,unknown
test.en-fr.158,policy,NOUN,T,0.9853461384773254,en-fr,unknown
test.en-fr.159,policy,NOUN,T,0.9918530583381652,en-fr,unknown
test.en-fr.160,weighty,ADJ,T,0.9880635738372804,en-fr,unknown
test.en-fr.161,weighty,ADJ,T,0.9856436252593994,en-fr,unknown
test.en-fr.162,base,VERB,T,0.978785514831543,en-fr,monosemous
test.en-fr.163,base,VERB,T,0.9829318523406982,en-fr,monosemous
test.en-fr.164,age,NOUN,T,0.973649799823761,en-fr,unknown
test.en-fr.165,age,NOUN,T,0.9651959538459778,en-fr,unknown
test.en-fr.166,class,NOUN,F,0.9853182435035706,en-fr,unknown
test.en-fr.167,class,NOUN,F,0.983949899673462,en-fr,unknown
test.en-fr.168,result,NOUN,F,0.9784069061279296,en-fr,monosemous
test.en-fr.169,result,NOUN,F,0.978424608707428,en-fr,monosemous
test.en-fr.170,example,NOUN,T,0.9907460808753968,en-fr,unknown
test.en-fr.171,example,NOUN,T,0.981938898563385,en-fr,unknown
test.en-fr.172,territory,NOUN,T,0.9920937418937684,en-fr,unknown
test.en-fr.173,territory,NOUN,T,0.9893280267715454,en-fr,unknown
test.en-fr.174,study,NOUN,F,0.9898445010185242,en-fr,monosemous
test.en-fr.175,study,NOUN,F,0.9833258390426636,en-fr,monosemous
test.en-fr.176,field,NOUN,F,0.9762306809425354,en-fr,unknown
test.en-fr.177,field,NOUN,F,0.9805713295936584,en-fr,unknown
test.en-fr.178,free,ADJ,F,0.9844204187393188,en-fr,monosemous
test.en-fr.179,free,ADJ,F,0.986867368221283,en-fr,monosemous
test.en-fr.180,give,VERB,F,0.979119062423706,en-fr,unknown
test.en-fr.181,give,VERB,T,0.9844232201576232,en-fr,unknown
test.en-fr.182,declaration,NOUN,T,0.990464448928833,en-fr,unknown
test.en-fr.183,declaration,NOUN,T,0.9862955808639526,en-fr,unknown
test.en-fr.184,appreciation,NOUN,T,0.989862024784088,en-fr,unknown
test.en-fr.185,appreciation,NOUN,T,0.9877279996871948,en-fr,unknown
test.en-fr.186,application,NOUN,F,0.9894152283668518,en-fr,unknown
test.en-fr.187,application,NOUN,F,0.9919191002845764,en-fr,unknown
test.en-fr.188,regard,NOUN,T,0.9689348936080932,en-fr,monosemous
test.en-fr.189,regard,NOUN,T,0.9762493968009948,en-fr,monosemous
test.en-fr.190,value,NOUN,T,0.9859112501144408,en-fr,monosemous
test.en-fr.191,value,NOUN,T,0.9854855537414552,en-fr,monosemous
test.en-fr.192,rise,NOUN,F,0.9783851504325868,en-fr,monosemous
test.en-fr.193,rise,NOUN,F,0.9770065546035768,en-fr,monosemous
test.en-fr.194,close,ADJ,T,0.985548198223114,en-fr,polysemous
test.en-fr.195,close,ADJ,T,0.981307327747345,en-fr,polysemous
test.en-fr.196,share,VERB,F,0.9922435879707336,en-fr,unknown
test.en-fr.197,share,VERB,F,0.9907063245773317,en-fr,unknown
test.en-fr.198,rather,ADV,F,0.9904184341430664,en-fr,unknown
test.en-fr.199,rather,ADV,F,0.9865015745162964,en-fr,unknown
test.en-fr.200,represent,VERB,F,0.9898134469985962,en-fr,unknown
test.en-fr.201,represent,VERB,F,0.9894485473632812,en-fr,unknown
test.en-fr.202,direct,ADJ,T,0.9894144535064696,en-fr,unknown
test.en-fr.203,direct,ADJ,T,0.9915679097175598,en-fr,unknown
test.en-fr.204,emergency,NOUN,T,0.9913126826286316,en-fr,unknown
test.en-fr.205,emergency,NOUN,T,0.9889020323753356,en-fr,unknown
test.en-fr.206,presence,NOUN,T,0.9884024858474731,en-fr,unknown
test.en-fr.207,presence,NOUN,T,0.989109218120575,en-fr,unknown
test.en-fr.208,initiate,VERB,T,0.9848360419273376,en-fr,unknown
test.en-fr.209,initiate,VERB,T,0.9886170625686646,en-fr,unknown
test.en-fr.210,massive,ADJ,F,0.9880765676498412,en-fr,unknown
test.en-fr.211,massive,ADJ,F,0.9914775490760804,en-fr,unknown
test.en-fr.212,change,NOUN,T,0.9793158769607544,en-fr,unknown
test.en-fr.213,change,NOUN,T,0.9842297434806824,en-fr,unknown
test.en-fr.214,lock,VERB,T,0.9928643703460692,en-fr,unknown
test.en-fr.215,lock,VERB,T,0.9919231534004213,en-fr,unknown
test.en-fr.216,solution,NOUN,T,0.9917851090431212,en-fr,unknown
test.en-fr.217,solution,NOUN,T,0.9942896366119384,en-fr,unknown
test.en-fr.218,time,NOUN,F,0.977527678012848,en-fr,unknown
test.en-fr.219,time,NOUN,T,0.9805949330329896,en-fr,unknown
test.en-fr.220,restoration,NOUN,F,0.9887387156486512,en-fr,unknown
test.en-fr.221,restoration,NOUN,F,0.9886061549186708,en-fr,unknown
test.en-fr.222,specific,ADJ,T,0.9888907670974731,en-fr,unknown
test.en-fr.223,specific,ADJ,T,0.9894720911979676,en-fr,unknown
test.en-fr.224,reach,VERB,T,0.986919641494751,en-fr,unknown
test.en-fr.225,reach,VERB,T,0.9796997904777528,en-fr,unknown
test.en-fr.226,breakdown,NOUN,F,0.967219054698944,en-fr,unknown
test.en-fr.227,breakdown,NOUN,F,0.9638655185699464,en-fr,unknown
test.en-fr.228,critical,ADJ,T,0.9875820875167848,en-fr,unknown
test.en-fr.229,critical,ADJ,T,0.9698981046676636,en-fr,unknown
test.en-fr.230,ask,VERB,F,0.9856799244880676,en-fr,unknown
test.en-fr.231,ask,VERB,F,0.9855263829231262,en-fr,unknown
test.en-fr.232,stop,VERB,F,0.983831226825714,en-fr,unknown
test.en-fr.233,stop,VERB,F,0.9815687537193298,en-fr,unknown
test.en-fr.234,defence,NOUN,T,0.9920632243156432,en-fr,unknown
test.en-fr.235,defence,NOUN,T,0.992684841156006,en-fr,unknown
test.en-fr.236,suppression,NOUN,F,0.9873782992362976,en-fr,unknown
test.en-fr.237,suppression,NOUN,F,0.9918463826179504,en-fr,unknown
test.en-fr.238,function,NOUN,T,0.9929220080375672,en-fr,monosemous
test.en-fr.239,function,NOUN,T,0.985817551612854,en-fr,monosemous
test.en-fr.240,court,NOUN,T,0.9889614582061768,en-fr,monosemous
test.en-fr.241,court,NOUN,T,0.9916484355926514,en-fr,monosemous
test.en-fr.242,lapse,VERB,F,0.9706770777702332,en-fr,unknown
test.en-fr.243,lapse,VERB,F,0.9679206013679504,en-fr,unknown
test.en-fr.244,recede,VERB,F,0.9676157236099244,en-fr,unknown
test.en-fr.245,recede,VERB,F,0.9808940887451172,en-fr,unknown
test.en-fr.246,berth,NOUN,T,0.9920557737350464,en-fr,monosemous
test.en-fr.247,berth,NOUN,T,0.9911761283874512,en-fr,monosemous
test.en-fr.248,dot,NOUN,F,0.965932548046112,en-fr,monosemous
test.en-fr.249,dot,NOUN,F,0.9698916673660278,en-fr,monosemous
test.en-fr.250,serial,ADJ,F,0.982174813747406,en-fr,unknown
test.en-fr.251,serial,ADJ,F,0.9833688735961914,en-fr,unknown
test.en-fr.252,accommodate,VERB,T,0.983389675617218,en-fr,unknown
test.en-fr.253,accommodate,VERB,T,0.9883689880371094,en-fr,unknown
test.en-fr.254,judgement,NOUN,F,0.9898200035095216,en-fr,unknown
test.en-fr.255,judgement,NOUN,F,0.9824733138084412,en-fr,unknown
test.en-fr.256,wide,ADJ,T,0.9859488010406494,en-fr,unknown
test.en-fr.257,wide,ADJ,T,0.9838600158691406,en-fr,unknown
test.en-fr.258,table,NOUN,F,0.9861479997634888,en-fr,unknown
test.en-fr.259,table,NOUN,T,0.984069526195526,en-fr,unknown
test.en-fr.260,superiority,NOUN,T,0.9900916814804076,en-fr,unknown
test.en-fr.261,superiority,NOUN,T,0.9864679574966432,en-fr,unknown
test.en-fr.262,manager,NOUN,T,0.9932646751403807,en-fr,unknown
test.en-fr.263,manager,NOUN,T,0.9884703159332277,en-fr,unknown
test.en-fr.264,talk,VERB,T,0.9822715520858764,en-fr,monosemous
test.en-fr.265,talk,VERB,T,0.9848953485488892,en-fr,monosemous
test.en-fr.266,minute,NOUN,T,0.9886110424995422,en-fr,unknown
test.en-fr.267,minute,NOUN,T,0.9935747385025024,en-fr,unknown
test.en-fr.268,custody,NOUN,F,0.9874140620231628,en-fr,unknown
test.en-fr.269,custody,NOUN,F,0.9868555068969728,en-fr,unknown
test.en-fr.270,transpire,VERB,T,0.987216293811798,en-fr,unknown
test.en-fr.271,transpire,VERB,T,0.97992342710495,en-fr,unknown
test.en-fr.272,found,VERB,T,0.9897374510765076,en-fr,unknown
test.en-fr.273,found,VERB,T,0.9860665798187256,en-fr,unknown
test.en-fr.274,unfortunate,ADJ,F,0.9908042550086976,en-fr,unknown
test.en-fr.275,unfortunate,ADJ,T,0.9891939759254456,en-fr,unknown
test.en-fr.276,argue,VERB,T,0.9884873628616332,en-fr,unknown
test.en-fr.277,argue,VERB,T,0.989022135734558,en-fr,unknown
test.en-fr.278,fight,NOUN,T,0.9902441501617432,en-fr,monosemous
test.en-fr.279,fight,NOUN,T,0.9909902811050416,en-fr,monosemous
test.en-fr.280,phase,NOUN,T,0.9935593008995056,en-fr,unknown
test.en-fr.281,phase,NOUN,T,0.9963805079460144,en-fr,unknown
test.en-fr.282,travel,VERB,T,0.9897812008857728,en-fr,unknown
test.en-fr.283,travel,VERB,T,0.9880332350730896,en-fr,unknown
test.en-fr.284,differentiate,VERB,T,0.9784666895866394,en-fr,unknown
test.en-fr.285,differentiate,VERB,T,0.9870622754096984,en-fr,unknown
test.en-fr.286,speed,NOUN,T,0.98664790391922,en-fr,monosemous
test.en-fr.287,speed,NOUN,T,0.9828743934631348,en-fr,monosemous
test.en-fr.288,platform,NOUN,T,0.9894434213638306,en-fr,unknown
test.en-fr.289,platform,NOUN,T,0.9883005023002625,en-fr,unknown
test.en-fr.290,design,NOUN,F,0.9871957898139954,en-fr,monosemous
test.en-fr.291,design,NOUN,T,0.9881131052970886,en-fr,monosemous
test.en-fr.292,traffic,NOUN,T,0.9882476329803468,en-fr,unknown
test.en-fr.293,traffic,NOUN,F,0.9817333817481996,en-fr,unknown
test.en-fr.294,outgoing,ADJ,T,0.9872888326644896,en-fr,unknown
test.en-fr.295,outgoing,ADJ,T,0.9896252751350404,en-fr,unknown
test.en-fr.296,advanced,ADJ,F,0.9841902256011964,en-fr,unknown
test.en-fr.297,advanced,ADJ,T,0.9814304709434508,en-fr,unknown
test.en-fr.298,expose,VERB,F,0.9900293946266174,en-fr,unknown
test.en-fr.299,expose,VERB,F,0.9767016768455504,en-fr,unknown
test.en-fr.300,expense,NOUN,T,0.9829129576683044,en-fr,unknown
test.en-fr.301,expense,NOUN,T,0.9867120981216432,en-fr,unknown
test.en-fr.302,abort,VERB,F,0.9859215617179872,en-fr,unknown
test.en-fr.303,abort,VERB,F,0.9822213649749756,en-fr,unknown
test.en-fr.304,combination,NOUN,T,0.9873837828636168,en-fr,unknown
test.en-fr.305,combination,NOUN,T,0.9899972081184388,en-fr,unknown
test.en-fr.306,capacity,NOUN,F,0.9873837232589722,en-fr,unknown
test.en-fr.307,capacity,NOUN,F,0.972156286239624,en-fr,unknown
test.en-fr.308,below,ADV,T,0.987966537475586,en-fr,unknown
test.en-fr.309,below,ADV,T,0.9842895865440368,en-fr,unknown
test.en-fr.310,industrial,ADJ,F,0.9817670583724976,en-fr,unknown
test.en-fr.311,industrial,ADJ,F,0.9764111638069152,en-fr,unknown
test.en-fr.312,shape,VERB,T,0.9873878955841064,en-fr,unknown
test.en-fr.313,shape,VERB,T,0.9813318848609924,en-fr,unknown
test.en-fr.314,mobile,ADJ,F,0.992838978767395,en-fr,unknown
test.en-fr.315,mobile,ADJ,F,0.987417221069336,en-fr,unknown
test.en-fr.316,terminal,NOUN,F,0.98173326253891,en-fr,monosemous
test.en-fr.317,terminal,NOUN,F,0.9784063696861268,en-fr,monosemous
test.en-fr.318,price,NOUN,F,0.9904069900512696,en-fr,unknown
test.en-fr.319,price,NOUN,F,0.9893527030944824,en-fr,unknown
test.en-fr.320,hazard,NOUN,T,0.9897668957710266,en-fr,polysemous
test.en-fr.321,hazard,NOUN,T,0.987751841545105,en-fr,polysemous
test.en-fr.322,optical,ADJ,T,0.993153989315033,en-fr,unknown
test.en-fr.323,optical,ADJ,F,0.993165910243988,en-fr,unknown
test.en-fr.324,temporal,ADJ,T,0.9885680675506592,en-fr,unknown
test.en-fr.325,temporal,ADJ,T,0.9824974536895752,en-fr,unknown
test.en-fr.326,distress,NOUN,F,0.988138735294342,en-fr,unknown
test.en-fr.327,distress,NOUN,F,0.99020117521286,en-fr,unknown
test.en-fr.328,touch,NOUN,F,0.9833595156669616,en-fr,monosemous
test.en-fr.329,touch,NOUN,F,0.97907817363739,en-fr,monosemous
test.en-fr.330,face,NOUN,F,0.9871931672096252,en-fr,monosemous
test.en-fr.331,face,NOUN,F,0.9795168042182922,en-fr,monosemous
test.en-fr.332,flash,NOUN,F,0.9834004044532776,en-fr,unknown
test.en-fr.333,flash,NOUN,F,0.985968291759491,en-fr,unknown
test.en-fr.334,run,NOUN,T,0.981780171394348,en-fr,monosemous
test.en-fr.335,run,NOUN,T,0.9829162359237672,en-fr,monosemous
test.en-fr.336,technically,ADV,F,0.9915249943733216,en-fr,unknown
test.en-fr.337,technically,ADV,F,0.9915452599525452,en-fr,unknown
test.en-fr.338,pace,VERB,T,0.9865935444831848,en-fr,unknown
test.en-fr.339,pace,VERB,T,0.9877395033836364,en-fr,unknown
test.en-fr.340,product,NOUN,F,0.9926922917366028,en-fr,unknown
test.en-fr.341,product,NOUN,F,0.9910807609558104,en-fr,unknown
test.en-fr.342,dimension,NOUN,T,0.9791397452354432,en-fr,unknown
test.en-fr.343,dimension,NOUN,T,0.9850254654884338,en-fr,unknown
test.en-fr.344,breath,NOUN,F,0.9747052788734436,en-fr,unknown
test.en-fr.345,breath,NOUN,F,0.979716956615448,en-fr,unknown
test.en-fr.346,surge,NOUN,F,0.986682116985321,en-fr,polysemous
test.en-fr.347,surge,NOUN,F,0.9902743101119996,en-fr,polysemous
test.en-fr.348,sequence,NOUN,T,0.9839714765548706,en-fr,unknown
test.en-fr.349,sequence,NOUN,T,0.9865702390670776,en-fr,unknown
test.en-fr.350,lie,VERB,F,0.983361542224884,en-fr,unknown
test.en-fr.351,lie,VERB,F,0.9821760058403016,en-fr,unknown
test.en-fr.352,likely,ADJ,T,0.984317421913147,en-fr,unknown
test.en-fr.353,likely,ADJ,T,0.9843278527259828,en-fr,unknown
test.en-fr.354,operational,ADJ,F,0.9899972677230836,en-fr,unknown
test.en-fr.355,operational,ADJ,F,0.9883314967155457,en-fr,unknown
test.en-fr.356,easy,ADJ,F,0.9855115413665771,en-fr,unknown
test.en-fr.357,easy,ADJ,F,0.9878510236740112,en-fr,unknown
test.en-fr.358,program,NOUN,T,0.9895108938217164,en-fr,unknown
test.en-fr.359,program,NOUN,T,0.9888333082199096,en-fr,unknown
test.en-fr.360,cell,NOUN,F,0.9923081994056702,en-fr,unknown
test.en-fr.361,cell,NOUN,F,0.9879822731018066,en-fr,unknown
test.en-fr.362,height,NOUN,F,0.9808703064918518,en-fr,unknown
test.en-fr.363,height,NOUN,F,0.9799662232398988,en-fr,unknown
test.en-fr.364,unison,NOUN,T,0.9844096302986144,en-fr,unknown
test.en-fr.365,unison,NOUN,T,0.9848107695579528,en-fr,unknown
test.en-fr.366,beg,VERB,F,0.983446717262268,en-fr,unknown
test.en-fr.367,beg,VERB,F,0.98236882686615,en-fr,unknown
test.en-fr.368,synthetic,ADJ,T,0.992429494857788,en-fr,unknown
test.en-fr.369,synthetic,ADJ,T,0.9917652010917664,en-fr,unknown
test.en-fr.370,gather,VERB,F,0.974113941192627,en-fr,unknown
test.en-fr.371,gather,VERB,F,0.9839178919792176,en-fr,unknown
test.en-fr.372,vegetative,ADJ,T,0.9830908179283142,en-fr,unknown
test.en-fr.373,vegetative,ADJ,T,0.991565763950348,en-fr,unknown
test.en-fr.374,discriminate,VERB,F,0.9884009957313538,en-fr,unknown
test.en-fr.375,discriminate,VERB,F,0.9895578026771544,en-fr,unknown
test.en-fr.376,rag,NOUN,T,0.990240216255188,en-fr,polysemous
test.en-fr.377,rag,NOUN,T,0.992888569831848,en-fr,polysemous
test.en-fr.378,burn,VERB,T,0.9929842948913574,en-fr,polysemous
